16
848 1619
735 325 827
137 289 239
487 31 80
334 503 313
207 280 295
341 290 641
628 323 620
36 484 206
695 379 589
548 152 900
642 776 974
572 201 966
458 198 735
279 648 9
326 77 644
792 692 345
435 242 724
361 760 119
719 95 777
632 546 966
83 358 80
653 437 294
141 533 375
628 546 589
98 803 311
450 255 43
162 264 473
591 94 290
470 138 537
146 47 336
630 773 894
138 133 108
81 646 479
368 497 325
353 496 660
338 236 226
653 314 348
390 445 283
76 605 130
721 429 530
318 549 437
459 137 348
287 164 758
123 530 450
94 776 59
622 677 645
504 182 440
344 383 77
365 80 306
567 314 432
122 812 953
187 177 212
51 771 94
643 737 185
382 504 77
684 487 929
581 146 150
90 283 412
45 754 944
347 746 817
57 347 22
737 633 641
409 146 773
660 40 2
591 777 535
91 153 214
745 301 603
262 723 630
790 571 394
775 756 243
32 18 951
478 528 7
362 101 47
77 60 662
724 808 987
464 598 819
596 488 679
663 518 475
434 651 674
711 513 82
359 489 659
474 509 45
346 569 891
328 706 98
734 278 514
135 772 343
782 292 440
234 55 249
461 488 81
285 721 977
139 764 76
103 82 408
15 174 760
395 205 54
223 103 452
336 564 689
757 352 974
652 462 368
744 735 115
805 246 309
248 83 593
302 249 887
377 100 98
554 452 98
416 34 564
493 445 458
165 223 247
61 19 910
753 729 322
244 430 312
386 342 872
186 105 373
135 231 1
232 260 252
538 727 237
9 204 303
385 677 31
703 111 843
286 391 739
13 268 697
378 383 71
671 500 109
422 636 279
534 795 702
115 522 844
705 41 291
325 213 56
793 649 87
403 5 146
569 534 632
114 256 919
401 492 267
682 607 177
697 35 239
751 324 767
310 198 445
336 629 675
324 599 41
257 258 527
684 393 362
417 130 562
498 478 238
183 202 910
534 499 39
227 84 723
291 561 652
219 276 662
83 650 658
526 154 600
235 489 246
703 278 998
190 623 480
769 711 984
763 264 275
677 428 348
744 780 783
40 314 932
557 586 696
117 542 646
752 200 463
120 782 378
612 492 344
176 791 762
195 695 958
545 300 500
729 86 423
260 495 16
742 453 697
627 348 930
499 444 110
113 52 289
604 141 92
177 764 510
225 237 394
799 293 25
278 411 872
592 421 8
26 49 751
718 369 982
647 275 802
709 385 383
672 156 181
368 34 292
617 62 149
549 102 951
334 518 494
124 22 334
474 196 18
754 752 263
599 681 279
552 162 136
26 364 729
619 706 697
672 293 867
740 105 120
672 160 336
120 384 848
422 221 109
50 790 496
221 94 169
769 243 969
611 683 44
690 618 830
320 289 300
81 683 317
572 103 875
365 327 586
539 261 350
550 229 69
745 685 84
487 430 731
625 316 901
431 525 950
390 56 463
657 637 760
87 188 841
709 118 405
85 141 787
506 187 419
295 653 953
803 729 170
382 781 293
173 703 447
777 311 909
687 97 772
72 45 869
749 143 556
96 264 855
473 468 320
1 489 396
142 744 251
600 82 421
296 451 993
140 83 68
590 267 169
26 773 311
693 719 32
49 143 48
17 488 547
294 585 698
91 696 925
167 69 350
518 387 658
291 770 815
741 681 945
363 430 135
60 252 4
316 257 570
411 75 630
7 431 34
241 590 661
80 775 280
82 576 685
806 249 353
86 757 4
551 250 7
726 471 872
607 551 424
193 31 706
790 123 107
728 254 773
672 106 917
469 756 569
602 162 246
477 36 994
622 588 662
587 580 54
449 55 902
334 516 487
405 195 178
343 484 104
546 733 618
106 501 95
303 799 877
218 675 198
575 331 488
213 805 69
291 368 283
704 497 433
38 283 79
395 567 93
492 409 949
516 752 910
253 627 392
451 644 63
39 270 327
551 208 822
534 175 268
504 681 631
379 86 595
16 412 504
904 1786
477 888 246
487 713 465
314 31 301
62 461 680
656 697 45
811 550 279
635 569 490
257 675 769
770 189 972
564 521 559
591 477 557
187 206 898
630 902 930
162 468 182
32 69 689
368 555 143
642 46 417
600 539 972
492 71 223
672 753 726
674 32 354
738 325 449
346 167 647
816 610 844
443 482 373
695 411 707
794 758 747
843 482 385
784 478 530
327 712 817
482 843 274
549 180 95
515 441 76
734 280 16
400 137 608
484 189 4
110 39 620
769 234 511
357 549 899
584 581 541
67 91 676
240 115 928
615 706 31
571 425 262
501 489 669
83 248 294
97 293 65
418 614 344
352 530 439
629 335 578
695 262 448
253 168 836
734 767 370
138 652 355
37 277 545
648 475 765
61 643 334
537 837 836
786 303 352
851 554 283
581 801 817
76 463 737
439 693 662
809 718 100
216 133 776
897 205 596
841 327 694
539 520 563
623 880 693
468 122 187
467 371 516
310 717 362
242 78 496
341 867 169
65 328 751
7 349 598
165 383 359
445 721 746
449 607 157
753 547 18
762 84 27
800 187 275
579 313 831
885 702 577
162 8 319
730 604 17
442 324 478
472 213 294
459 119 623
391 155 281
664 658 254
119 811 21
463 638 637
212 179 611
575 844 839
836 491 236
703 890 313
255 85 51
201 634 667
90 196 501
771 157 169
16 777 823
113 232 337
406 769 336
202 822 137
889 473 151
264 246 217
672 751 428
199 381 834
404 16 621
542 44 738
146 803 10
859 115 180
788 194 389
512 91 381
124 846 868
489 298 178
453 796 971
834 211 115
706 78 441
746 643 320
70 641 920
312 754 776
660 585 992
669 172 294
1 641 18
836 608 993
108 435 327
680 212 514
32 268 822
400 801 176
882 57 953
863 672 431
245 678 161
299 563 916
232 420 745
685 165 254
75 846 872
292 883 444
510 24 225
714 397 674
477 648 265
381 353 720
465 896 100
704 737 288
794 749 981
173 362 921
549 378 517
752 770 558
51 741 294
627 741 322
448 844 636
479 5 328
60 453 640
271 873 546
849 363 111
144 870 97
103 537 616
825 209 897
55 347 292
606 872 913
161 636 269
877 779 196
609 658 36
249 41 99
434 326 348
515 73 552
98 55 426
402 482 175
441 714 458
591 87 289
514 740 316
55 220 179
794 672 691
624 800 83
698 90 236
340 326 996
131 398 13
282 809 72
793 888 888
256 338 73
24 39 298
143 385 40
525 894 770
717 443 579
120 272 215
104 652 171
489 666 54
215 448 601
316 166 778
851 49 437
30 527 13
159 331 203
887 507 881
105 161 330
870 696 263
27 39 65
669 874 790
763 216 616
341 282 499
899 638 464
821 383 744
153 529 455
782 632 628
182 293 359
822 138 240
900 408 728
158 723 591
254 167 127
883 869 929
296 225 70
696 667 863
897 726 207
365 499 758
412 302 433
365 459 916
903 28 168
435 594 717
69 270 476
211 64 261
576 42 854
690 683 721
592 268 146
497 506 408
842 393 771
759 270 374
495 248 759
868 157 586
654 33 92
313 700 580
252 534 66
218 41 139
305 554 652
295 229 718
847 590 198
156 44 572
568 838 884
81 408 441
312 887 886
340 425 842
749 220 553
548 840 366
641 317 313
143 33 32
849 649 811
390 165 54
17 481 238
817 331 140
667 408 592
133 691 151
243 641 248
556 13 966
876 26 498
394 607 550
794 30 523
368 305 361
415 848 724
536 13 348
791 210 267
320 801 953
667 148 468
198 286 14
661 742 18
853 868 437
461 14 227
229 261 16
456 350 473
145 711 860
305 686 637
659 695 891
802 442 975
302 157 632
319 104 896
83 58 618
374 43 583
895 716 948
57 426 562
716 894 720
35 381 116
718 536 367
645 240 482
364 22 652
95 663 403
476 248 900
406 216 415
25 502 135
14 574 58
739 517 231
808 170 690
641 29 791
461 721 71
811 25 344
833 384 639
698 600 702
120 409 994
487 214 402
660 482 945
682 816 539
767 179 752
9 321 544
550 302 712
469 656 265
884 163 424
149 240 846
351 724 720
245 10 889
566 510 126
584 410 540
669 707 480
552 30 93
133 809 459
259 240 293
392 447 946
228 283 125
831 114 612
480 332 83
442 592 978
412 596 475
83 284 934
316 697 773
220 106 691
221 88 754
784 692 770
501 258 407
297 509 716
404 372 471
541 260 828
134 896 237
491 324 500
818 393 891
636 461 997
806 344 509
873 302 8
53 700 483
600 775 279
589 625 549
205 882 798
466 109 763
765 897 40
786 733 292
184 435 985
109 246 362
436 467 497
262 330 99
102 188 691
759 225 398
515 253 440
519 149 190
361 803 414
648 296 456
354 62 834
879 734 371
195 117 867
584 499 600
674 488 425
32 902 237
18 238 664
120 442 768
52 167 520
319 714 771
452 295 345
119 426 708
655 473 28
746 542 367
384 333 234
842 144 854
396 565 807
609 219 402
92 803 713
598 666 379
756 854 192
313 245 469
222 779 335
769 269 427
721 63 98
635 27 407
143 550 293
279 845 129
847 374 583
681 373 114
411 574 362
651 786 363
793 870 668
424 700 612
2 497 199
315 411 225
718 515 231
573 577 787
192 759 296
699 453 816
710 612 559
166 358 684
67 1 681
393 727 282
262 812 466
280 198 134
321 885 418
361 81 727
34 16 746
148 471 110
601 510 922
100 726 909
746 672 337
877 347 187
421 678 799
565 522 760
828 866 467
551 850 643
392 443 2
436 253 740
85 266 639
524 812 302
800 371 903
5 845 251
793 807 903
476 466 938
770 463 782
775 265 729
148 811 115
130 59 88
525 580 729
874 465 176
833 165 681
368 701 607
509 849 760
835 112 499
826 53 984
660 276 886
782 145 693
263 765 5
88 873 512
785 133 591
388 518 81
125 573 678
809 315 699
391 29 519
619 37 93
449 87 6
162 297 749
289 276 139
463 118 708
528 283 165
510 197 378
612 174 948
167 263 678
663 57 502
830 158 746
129 139 199
573 103 360
852 837 391
324 727 163
859 238 573
420 825 208
87 644 455
169 759 520
312 603 899
806 649 365
52 314 294
44 91 550
79 603 874
168 872 43
160 130 424
322 627 804
841 588 458
161 663 11
766 903 216
108 565 626
110 88 465
487 465 756
634 139 916
542 98 724
634 298 566
451 804 575
170 389 71
272 381 682
802 294 461
895 512 571
863 152 458
535 805 474
587 339 125
766 12 560
163 450 400
499 369 840
700 565 180
125 472 423
500 47 597
736 840 457
651 513 762
81 256 218
740 160 324
544 556 233
113 556 816
137 566 401
447 344 815
370 607 109
346 41 577
14 762 138
91 877 243
445 401 108
682 279 278
499 894 890
334 686 624
601 294 965
534 412 823
801 159 813
898 551 524
79 417 137
246 562 3
279 484 534
748 587 387
283 328 387
640 144 587
630 512 154
854 245 52
642 411 851
227 897 570
367 78 952
850 901 730
694 890 490
4 113 366
638 767 508
843 273 976
378 419 282
408 649 663
477 84 76
718 876 557
168 148 9
280 695 494
652 488 350
192 140 612
115 728 871
539 444 381
700 55 501
307 585 94
184 201 237
247 307 398
196 95 141
827 867 935
391 183 853
705 675 914
56 251 86
65 416 785
804 741 611
691 285 655
529 550 152
574 103 518
75 200 967
710 96 119
699 627 101
604 587 41
545 28 116
8 891 627
708 782 260
59 281 893
676 872 978
14 466 824
664 208 161
352 755 742
604 662 731
307 392 463
324 487 616
775 498 920
234 712 392
338 239 676
188 664 739
432 67 605
549 175 233
586 616 524
570 506 137
418 644 544
630 58 714
84 676 629
21 743 464
319 830 638
74 183 170
228 839 401
756 15 856
599 246 659
874 698 138
343 302 22
246 510 81
714 339 122
746 793 386
476 163 675
132 637 449
199 486 575
445 248 828
697 247 334
516 488 249
443 24 33
88 121 624
485 116 245
383 564 421
750 601 361
408 843 370
758 676 848
738 815 716
559 495 554
790 143 42
695 839 704
731 564 626
135 442 474
783 589 140
701 33 948
334 343 403
484 46 113
208 413 351
108 676 378
270 511 444
878 127 848
325 300 594
290 457 506
9 813 705
843 77 96
507 183 368
410 536 612
264 1 608
589 620 493
735 766 708
382 374 5
763 440 589
546 87 748
249 339 400
778 380 841
774 88 664
364 801 662
604 78 704
3 139 62
794 891 67
760 725 1000
656 208 870
146 831 984
57 482 448
664 389 885
264 760 911
43 69 9
694 642 731
806 198 988
162 665 67
851 757 937
217 85 778
160 507 996
829 212 424
316 196 809
617 858 677
186 24 101
556 693 252
122 721 820
60 151 992
826 271 847
360 418 207
570 551 259
318 776 497
436 404 743
252 162 937
375 869 393
735 262 686
115 184 395
897 188 64
38 489 934
649 545 54
16 890 800
706 479 705
210 398 330
619 591 813
64 366 931
311 6 72
441 772 982
509 291 972
113 607 775
437 588 541
561 2 140
287 785 712
190 610 717
899 489 390
712 189 435
587 181 925
516 779 94
452 863 406
242 313 530
376 88 21
289 368 573
215 682 252
888 284 499
205 526 175
132 240 782
696 420 295
385 6 649
482 784 787
755 49 110
580 661 88
3 809 408
798 659 993
604 247 727
114 847 890
50 627 13
685 288 316
576 522 326
198 387 490
242 83 437
436 155 671
428 142 782
170 532 727
114 33 340
824 422 67
427 830 242
140 665 605
446 686 831
77 887 219
213 751 517
414 375 310
714 130 346
408 393 813
615 185 304
787 382 440
791 273 280
607 124 857
798 84 281
100 883 167
856 491 919
221 20 686
760 142 202
249 549 283
309 510 717
316 407 683
43 535 62
126 750 344
651 292 385
488 589 692
16 41 424
686 302 704
372 601 390
353 573 323
557 319 731
373 12 650
191 843 466
699 91 127
152 831 994
372 597 360
356 891 642
488 76 10
174 12 685
810 798 219
73 670 948
174 800 714
661 687 830
555 492 686
525 270 477
537 21 231
88 48 582
592 193 472
154 260 547
274 739 524
698 140 962
874 276 55
688 86 320
52 822 341
291 244 127
455 167 441
130 613 495
898 382 369
432 26 162
866 613 514
336 690 868
734 243 187
188 900 725
878 102 134
258 640 753
58 773 875
601 864 837
130 687 526
459 279 594
49 585 476
854 78 806
201 98 862
115 790 829
17 43 442
98 262 518
72 250 845
351 414 357
510 770 786
648 250 98
698 539 361
273 700 234
180 171 625
896 613 919
642 466 904
724 332 558
536 436 423
422 487 617
869 403 495
788 724 940
849 509 929
152 492 857
121 690 231
79 43 683
590 58 604
93 177 95
216 464 662
134 559 275
812 222 575
553 397 363
821 173 108
812 731 392
804 276 250
375 534 838
90 516 466
350 220 501
2 743 878
834 197 403
385 208 932
321 15 505
421 135 468
19 148 145
59 129 965
235 539 710
399 188 514
693 721 349
192 191 937
190 432 425
633 609 154
189 338 193
329 731 677
490 865 486
800 720 272
318 230 296
75 568 923
675 285 764
81 610 157
757 142 917
524 330 321
247 529 962
489 717 397
507 304 461
821 180 817
516 341 919
519 475 794
84 87 260
395 610 769
801 4 321
200 291 79
434 777 765
433 816 400
851 440 48
537 675 781
858 91 757
366 324 997
789 848 563
730 772 75
51 798 536
760 663 752
128 184 251
130 383 539
159 604 792
654 802 650
205 401 442
199 704 598
837 805 403
659 846 73
444 614 677
100 237 361
12 209 545
709 834 870
367 185 475
889 394 102
5 554 192
61 726 786
246 445 648
125 809 649
836 673 165
819 343 720
93 37 102
794 258 631
591 15 235
802 216 114
722 471 204
886 610 45
510 316 134
278 201 50
190 652 858
217 771 763
375 448 964
184 113 31
37 331 392
44 831 164
485 128 360
9 764 52
827 325 995
774 142 456
395 680 428
479 292 375
439 345 546
576 100 189
371 324 525
100 893 484
880 16 511
678 390 719
382 170 462
416 454 940
685 886 54
358 571 808
37 895 56
690 79 637
620 892 765
301 694 279
708 707 106
7 760 535
241 673 280
873 361 489
560 861 464
139 167 749
336 809 874
41 13 971
563 644 617
8 376 258
351 428 832
67 205 596
628 513 985
162 631 353
225 624 957
261 304 435
94 345 624
347 49 575
888 309 715
601 869 659
230 221 619
177 806 750
201 453 617
856 574 5
19 382 53
427 880 330
511 790 613
835 560 241
497 779 596
77 770 949
409 829 989
597 817 722
143 609 825
33 319 193
803 294 380
131 678 898
118 269 228
473 582 285
18 667 707
782 797 224
257 830 869
26 432 440
699 725 255
156 2 950
30 24 94
825 200 695
833 632 8
573 352 308
707 514 227
392 139 136
267 904 912
441 544 163
730 238 340
474 648 134
257 289 462
348 373 398
759 24 419
400 578 732
29 800 317
747 316 907
97 83 202
339 673 10
558 313 854
515 29 81
689 813 746
359 614 499
703 226 38
697 156 302
824 631 652
112 232 180
505 51 601
384 575 27
339 513 25
268 253 989
733 353 27
569 203 194
185 407 480
535 377 391
261 100 162
489 723 928
115 483 914
649 817 153
793 24 227
271 711 685
885 902 937
768 717 36
476 569 187
18 569 992
339 687 36
552 635 70
363 825 28
74 366 8
51 593 770
327 236 1
399 309 114
566 380 834
329 10 503
830 423 338
825 540 733
79 234 464
573 186 765
529 577 84
875 522 9
122 267 411
55 867 163
570 292 573
13 206 59
34 691 400
858 283 415
472 264 797
566 808 583
569 320 242
106 842 316
550 535 217
895 664 832
330 197 324
23 62 118
764 287 251
485 91 124
490 510 994
854 355 130
857 884 462
788 361 839
848 609 123
793 466 682
173 681 650
811 740 825
704 311 2
407 343 746
882 573 916
456 125 871
167 250 563
429 286 739
714 193 216
327 108 236
412 594 837
230 221 997
291 97 816
183 346 27
513 28 100
464 384 178
469 63 324
850 882 205
33 136 782
56 548 569
215 505 635
687 463 676
691 603 869
474 262 332
471 398 168
313 197 828
338 256 922
243 761 603
292 673 829
737 275 554
412 504 859
135 481 959
301 107 207
554 236 792
860 888 316
84 269 99
403 626 745
702 817 950
394 228 480
561 333 6
732 653 486
673 780 955
901 121 281
870 487 571
423 339 256
581 761 753
730 123 751
344 723 48
62 179 879
361 479 82
195 555 638
851 672 570
568 621 584
11 396 327
287 651 690
456 612 199
794 400 600
851 228 989
754 265 422
167 896 539
587 316 625
871 370 429
903 268 1
269 176 219
706 78 607
171 777 449
153 285 97
473 433 834
790 16 575
226 116 562
882 485 286
453 4 937
423 651 553
114 516 321
698 800 142
35 176 418
433 16 774
433 144 507
414 597 610
680 300 878
894 700 959
667 621 301
654 744 805
395 63 797
288 190 894
815 399 408
154 364 499
131 524 301
600 185 536
679 30 437
383 858 274
176 601 833
499 284 382
566 533 711
405 124 522
240 42 82
775 281 718
854 513 42
453 549 169
475 190 34
900 304 8
882 374 448
388 626 137
225 834 318
224 658 165
862 332 983
904 242 860
30 372 87
401 53 857
490 847 467
197 655 360
869 811 310
584 834 853
60 94 595
324 377 763
537 490 176
198 662 164
65 251 428
141 746 709
139 198 897
323 558 456
706 57 548
828 809 865
100 504 56
228 60 735
441 851 63
53 491 21
138 120 489
366 554 369
86 696 763
688 199 914
250 102 69
882 123 533
878 824 674
515 774 772
406 169 684
165 90 778
72 407 443
645 453 829
85 740 185
277 902 320
393 531 954
518 440 434
328 65 388
138 761 990
809 81 333
624 207 192
439 777 718
653 332 827
463 415 654
357 766 533
409 9 229
17 403 521
646 333 521
350 896 895
12 371 459
312 394 547
641 664 218
257 829 248
380 468 76
708 183 784
482 369 166
719 782 686
193 344 400
873 632 294
242 298 30
757 494 62
580 478 749
196 88 229
199 685 307
601 620 605
606 334 721
815 521 744
64 766 718
711 796 850
237 55 667
833 742 38
677 253 211
114 809 109
746 176 421
325 61 268
524 659 630
178 652 854
368 706 584
707 781 397
556 541 914
247 513 170
329 606 881
265 766 455
557 127 125
778 816 405
211 21 223
650 152 868
336 491 803
17 855 947
469 879 181
704 814 837
708 171 649
508 385 816
420 34 979
292 13 890
545 672 634
488 350 96
519 854 305
592 369 26
364 109 39
894 263 236
80 345 397
469 761 612
870 145 109
5 233 547
217 571 909
495 695 391
237 309 73
564 377 523
881 672 694
769 544 363
386 422 545
439 61 205
101 893 947
343 453 183
259 770 94
469 902 740
809 855 579
85 9 259
166 31 14
423 130 589
87 851 767
282 683 256
221 199 324
428 656 134
246 420 991
495 186 23
845 63 890
108 874 532
492 791 257
483 656 482
30 766 364
491 806 51
638 334 505
595 777 807
576 258 154
720 868 669
553 211 482
408 271 300
704 183 238
878 295 819
472 43 825
316 240 762
420 24 242
236 259 64
132 717 868
851 159 631
577 382 818
102 112 148
407 771 394
821 689 96
267 60 104
183 432 607
800 235 403
697 606 323
535 407 971
811 322 339
157 644 394
744 440 176
682 11 505
57 694 478
677 157 264
288 398 949
56 862 913
516 574 888
228 355 795
355 529 68
537 453 427
206 760 543
479 412 53
13 68 96
821 28 850
548 311 820
107 478 586
666 62 824
453 412 236
78 690 589
156 384 309
659 532 545
156 465 336
300 754 27
568 549 768
372 684 252
44 512 585
406 710 226
370 792 952
66 416 690
414 555 405
802 899 293
631 836 904
540 846 975
847 501 42
295 585 985
297 128 372
356 227 724
588 814 75
127 97 511
41 216 304
778 307 53
856 437 162
888 707 103
116 331 649
85 833 589
197 243 685
360 47 362
519 70 216
323 540 662
125 502 6
342 466 557
124 576 304
350 573 847
395 215 2
39 237 781
23 310 164
606 435 49
460 552 332
422 764 915
621 199 915
848 15 417
311 422 550
853 545 258
213 658 951
638 503 254
613 131 844
577 356 441
504 518 120
235 646 462
651 208 818
330 16 250
153 275 267
532 799 993
132 704 342
178 748 393
447 63 146
699 329 470
150 224 90
644 651 756
37 381 328
650 33 334
670 559 755
265 422 136
141 893 277
167 640 230
67 729 950
152 19 969
886 810 551
101 383 777
874 649 205
575 315 330
452 64 2
743 53 15
601 231 782
28 670 757
10 310 45
842 365 819
57 703 263
326 43 785
809 372 567
359 475 69
322 533 757
274 6 281
747 532 454
634 365 187
418 232 845
471 494 605
517 206 618
676 408 773
566 372 928
249 528 811
405 797 620
320 53 272
892 131 525
445 885 753
654 492 863
217 97 402
857 403 406
36 449 874
792 895 178
630 3 690
574 221 355
358 240 697
146 752 544
569 87 128
451 138 347
6 599 700
409 645 826
866 716 719
29 805 81
219 749 460
849 826 468
499 626 985
872 453 446
69 10 27
305 421 898
815 314 460
207 182 952
803 245 923
401 361 247
600 183 244
341 579 314
867 727 831
54 453 885
766 550 657
529 77 390
746 186 274
454 600 450
307 283 655
470 904 986
324 161 893
45 475 176
154 442 90
852 156 239
692 801 175
780 748 541
298 590 779
862 874 106
613 872 501
196 646 992
160 148 447
451 894 444
721 828 236
10 840 946
560 600 930
331 13 781
823 811 638
652 611 119
650 328 445
44 785 859
7 421 146
673 54 62
705 51 606
743 520 413
580 689 805
692 283 131
765 25 215
559 769 939
575 363 875
834 846 8
612 318 853
624 760 297
704 862 94
16 287 696
54 19 379
845 610 967
346 230 235
357 551 612
295 278 948
238 616 548
299 121 278
779 684 17
452 779 884
798 628 284
380 53 365
710 208 161
225 280 114
489 518 94
609 64 786
617 339 176
631 276 140
269 291 121
712 79 590
640 343 738
50 554 965
217 272 650
86 419 299
177 289 49
87 263 447
244 432 695
320 342 628
87 63 351
58 37 712
475 786 475
880 557 891
661 235 288
317 15 141
180 206 469
690 147 351
74 411 895
797 508 948
441 306 315
360 741 557
871 557 769
599 544 681
703 732 636
309 341 499
159 891 983
172 75 277
529 809 544
517 217 763
209 138 34
185 710 644
723 336 510
786 428 801
607 250 901
651 507 386
395 370 117
232 398 366
509 151 682
289 22 866
31 494 758
140 786 137
173 123 689
363 147 73
586 899 391
381 7 749
337 687 242
497 827 454
877 322 155
496 153 740
491 265 524
104 344 714
469 522 840
97 143 557
434 602 543
457 484 249
604 688 655
692 670 84
175 263 653
137 754 209
449 27 661
658 144 92
52 197 598
856 852 147
719 636 985
152 467 550
328 352 308
347 103 140
353 315 685
529 432 820
645 441 508
529 337 126
48 676 693
610 679 461
386 737 719
832 321 464
577 642 444
155 570 351
787 835 814
772 371 173
890 126 31
246 170 40
342 642 649
580 598 768
372 613 504
18 904 378
516 531 22
39 120 835
448 862 202
858 383 888
804 300 379
826 104 638
901 302 249
605 548 402
803 305 531
857 582 71
61 820 352
901 318 409
249 78 563
490 833 731
650 501 761
277 604 308
685 474 961
713 871 209
26 689 369
110 888 396
839 458 309
846 851 600
812 154 30
499 604 888
836 637 589
12 772 756
450 271 614
792 508 828
834 835 338
899 209 420
609 170 965
44 353 861
400 819 114
532 209 394
503 585 22
657 387 375
552 460 567
872 476 545
792 530 727
361 160 614
282 33 769
431 102 504
233 363 811
649 764 509
702 196 383
745 78 381
779 780 876
99 836 832
221 794 397
21 484 828
740 568 392
880 862 826
71 539 321
491 323 866
572 804 181
532 557 520
830 438 646
161 630 719
776 173 470
876 265 315
575 424 385
342 262 498
211 746 429
809 105 99
341 184 557
848 305 9
481 288 653
507 457 842
393 740 972
219 883 431
681 485 668
1 335 375
190 496 472
599 274 857
411 540 623
33 460 552
682 361 294
105 148 278
266 701 232
892 269 232
516 192 855
26 293 369
644 886 607
775 81 615
189 241 981
168 714 787
66 728 712
297 837 990
506 320 678
51 842 720
368 105 321
120 767 186
677 184 156
106 848 843
797 536 535
713 174 222
665 775 359
446 377 42
106 510 65
28 481 334
5 777 378
838 812 605
186 794 81
520 880 222
498 185 219
247 868 572
82 870 853
454 356 45
854 105 727
298 687 777
110 252 661
849 59 129
389 143 204
52 871 912
511 469 369
648 300 263
300 672 744
65 497 303
697 427 970
473 206 990
708 559 297
742 354 448
326 652 427
636 650 255
471 145 882
709 524 909
159 78 991
850 116 629
741 216 593
536 223 589
121 729 979
3 607 545
413 522 391
881 656 175
207 208 232
718 485 799
463 567 507
322 200 938
95 315 111
863 590 579
79 725 593
697 143 936
840 137 21
580 342 673
32 442 710
143 234 51
659 37 851
32 662 734
839 96 547
601 432 383
725 654 257
647 651 405
877 282 603
366 251 470
759 188 396
149 731 552
355 762 32
695 8 79
529 582 845
506 610 746
79 333 9
437 74 736
147 680 130
228 681 158
634 308 577
799 771 683
165 626 839
527 763 44
129 276 577
593 245 103
552 368 953
784 468 21
374 687 977
783 435 374
811 493 375
442 889 151
281 444 731
224 424 514
741 620 849
751 785 518
597 430 352
230 268 61
548 185 520
623 651 173
791 173 675
304 56 555
364 749 553
482 828 694
93 565 648
743 601 124
668 756 819
423 251 274
164 37 190
220 704 439
109 379 123
839 172 975
846 852 59
843 689 674
413 731 875
898 777 649
66 882 924
151 277 873
871 378 179
817 100 655
752 389 771
850 1723
690 720 845
775 649 416
483 784 88
714 574 236
252 686 401
25 470 435
737 66 228
320 637 439
604 780 46
711 503 22
738 765 562
334 194 866
836 51 850
107 584 754
667 111 732
137 403 961
688 668 879
842 65 533
227 815 907
722 50 740
392 826 308
53 637 786
535 527 863
729 610 475
2 796 910
598 675 461
342 840 125
141 176 381
261 93 412
655 209 490
126 386 568
354 144 824
845 107 623
499 273 380
476 363 286
527 378 88
578 412 943
779 765 225
635 638 254
455 210 273
547 135 905
480 428 272
72 272 359
103 220 543
799 792 168
760 208 454
236 337 582
489 714 332
504 354 995
658 624 659
792 440 294
23 338 481
551 239 807
89 388 963
330 483 3
392 187 207
557 396 952
148 172 801
599 546 101
224 52 162
705 301 379
841 623 31
847 319 851
130 524 361
379 745 139
113 122 642
345 543 75
484 158 558
673 519 990
118 474 291
574 698 861
450 655 95
110 480 887
149 56 182
704 549 232
585 481 340
163 383 757
504 567 731
808 735 556
370 358 167
318 801 487
281 774 616
65 701 811
168 424 506
208 131 912
801 124 535
146 192 675
120 334 988
779 511 273
407 229 965
599 459 240
52 363 81
675 120 901
638 252 959
831 34 671
740 78 147
193 344 211
259 192 672
738 394 541
462 424 479
99 795 681
372 830 371
647 276 362
363 582 142
148 207 277
406 780 158
519 216 472
333 544 276
390 347 632
456 266 964
554 282 864
63 210 760
58 527 675
84 442 191
251 780 353
333 188 639
519 767 746
546 23 33
325 308 370
774 505 357
355 81 903
686 772 152
641 797 830
602 232 874
485 589 711
575 827 343
158 684 843
412 198 843
467 67 470
795 547 711
254 160 884
622 459 27
609 362 618
147 521 980
97 741 427
162 4 957
245 42 78
190 410 734
389 201 529
376 286 271
639 410 740
759 735 265
249 355 861
728 228 868
137 269 451
789 206 932
22 46 53
546 306 54
286 367 597
661 756 557
346 163 535
226 83 790
600 354 355
396 98 676
359 569 388
235 205 845
266 146 523
201 833 373
409 415 928
88 55 961
182 337 88
85 790 407
122 766 646
577 88 122
480 663 929
789 209 957
430 492 221
472 371 211
124 399 186
114 268 983
602 203 818
711 394 35
28 191 498
566 104 822
576 659 500
825 439 815
159 33 124
615 797 677
368 712 465
832 425 437
144 777 156
98 256 503
189 716 665
447 707 679
550 504 840
812 95 369
819 847 418
516 621 318
154 549 513
315 106 915
626 152 555
816 612 999
678 318 162
763 483 977
824 678 202
749 659 205
604 731 706
248 830 905
755 323 403
785 172 312
530 358 310
257 361 828
283 610 72
278 553 850
616 412 975
640 824 637
256 193 493
314 191 665
825 16 497
426 150 805
200 383 856
711 359 37
126 342 880
736 399 524
688 686 404
179 826 393
629 643 403
582 477 407
725 771 188
383 787 645
426 436 751
614 467 462
778 726 564
840 389 118
34 45 156
631 743 875
150 301 357
827 179 40
121 839 885
203 607 535
765 56 540
850 710 664
245 60 999
5 38 576
544 435 363
769 80 517
509 565 367
572 75 931
493 819 290
734 244 188
266 261 637
76 702 369
448 540 290
236 562 306
670 322 550
358 816 143
312 555 926
222 1 293
704 428 150
693 665 967
841 645 216
220 92 171
308 799 166
